date,rainfall_Marborough,rainfall_Andover,rainfall_Bath,rainfall_Ower,rainfall_Quidhampton,rainfall_Salisbury_rain,rainfall_Stockbridge,tasmax_Andover_temp,tasmin_Andover_temp,flow_BL,flow_Ower
2015/3/29,2.103498705,1.725247014,1.054032994,0.394009359,1.55123777,1.234742072,1.79365567,12.72752131,8.403395912,10.7,0.453
2015/3/30,1.652177512,0.138265032,0.417556914,0.29325469,0.728637727,0.087173389,0.211856071,11.66521226,4.89014452,10.6,0.458
2015/3/31,0.231260946,0.351855595,0.184905286,0.007110214,0.318237915,0.021475993,0.025657557,12.43066562,7.937364743,10.7,0.45
2015/4/1,2.819817191,4.063062512,2.383328633,1.297770282,3.470338439,2.682385122,2.091126028,10.5019839,2.854180478,10.9,0.425
2015/4/2,3.124448821,2.079585481,3.39729828,2.634297634,1.322297623,1.554375138,1.685512521,10.32397708,5.517321972,10.9,0.41
2015/4/3,1.763031453,1.311828403,1.624027508,1.404935092,2.394987892,1.217750997,1.022521886,12.05010112,6.390389873,10.7,0.409
2015/4/4,0.001685602,0.000311371,0.000996309,0.036354066,0.001473661,0.001286976,0.001430343,9.983971872,6.604167888,10.5,0.417
2015/4/5,0.0082454,0.002889047,0.001085807,0.000738405,0.00073907,0.001808628,0.00886983,12.94417874,5.086294813,10.6,0.415
2015/4/6,0.00267274,0.000126361,0.000242742,7.85E-05,0.000382154,0.004035532,0.000272835,17.94750001,0.810545057,10.4,0.406
2015/4/7,0.017069141,0.000175883,0.001528126,0.000806174,0.000196592,0.000462216,0.000760772,16.94253415,3.287342653,10.4,0.395
2015/4/8,0,2.90E-05,0,0.00016439,0.000112891,0.000136526,9.57E-05,17.54990528,2.560925505,10.4,0.384
2015/4/9,0.000797978,4.78E-07,0.001185106,0.000341005,0,0.00038952,0.00011038,17.7513923,3.440185955,10.9,0.375
2015/4/10,1.479221186,1.559120349,0.793474202,1.293010448,1.457840097,1.171858366,0.918940299,19.33050559,3.57666732,10.7,0.371
2015/4/11,0.041435825,0.000573635,0.008356677,0.003662049,0.000944387,0.002481583,0.003933477,13.01259398,7.795958175,11.1,0.365
2015/4/12,0.011023694,0.000589189,0.003518812,0.000230673,0.006517174,0.000420171,0.000381995,15.92456324,0.995001268,11,0.358
2015/4/13,0.01072087,5.13E-05,0.001196407,0.000236057,0.000348834,0.000434922,0.000130262,17.03170465,6.805426185,10.5,0.351
2015/4/14,8.77E-05,4.78E-07,0.001293932,0.000263537,0,0.000251541,8.32E-05,20.61485221,4.549197862,10.2,0.347
2015/4/15,0.001214388,4.80E-05,0.000533372,0,0.000484123,0,4.03E-05,22.66103351,5.404141009,10,0.339
2015/4/16,0.058134735,0.001026818,0.41545793,0.001248812,0.163246492,0.686506253,0.002367941,19.40907361,7.705829491,9.87,0.332
2015/4/17,0.00028914,9.24E-05,0.001733899,0.001237678,0.000154339,0.001935919,0.000544471,15.58140216,7.125536197,9.68,0.325
2015/4/18,0,0,0,0,0,0,0,15.16294681,3.543228395,9.6,0.317
2015/4/19,0.002346596,9.94E-05,0.000100271,0.000105018,5.56E-05,0.004035532,0.000240706,11.63865455,3.133662139,9.47,0.311
2015/4/20,6.34E-05,0,0,0,6.08E-05,0,0,18.87311899,1.599046216,10.3,0.306
2015/4/21,0,0,0,0,0,0,0,18.62267864,3.928177019,10.2,0.299
2015/4/22,0.003410801,3.16E-06,0.000260397,0,0,5.95E-05,0,17.1172451,4.256827786,9.72,0.296
2015/4/23,0,1.36E-05,0,8.29E-05,9.10E-05,0,1.93E-05,17.17675114,4.201187321,9.49,0.292
2015/4/24,3.99568343,3.639828605,0.586083202,3.602691162,6.062578972,4.560195946,4.858688047,16.55792208,3.083942455,9.58,0.288
2015/4/25,7.110297112,5.835197112,3.979368268,1.662955272,2.989365056,3.359978935,2.157340954,16.70033832,9.75733315,9.4,0.288
2015/4/26,0.047948859,0.000104305,0.019946798,0.000174286,0.000342214,0.067413328,0.000251235,11.39777172,6.53752194,9.26,0.288
2015/4/27,0.203357489,0.001133302,1.087280643,0.000843867,0.000796471,0.05426088,0.002336952,12.37245541,1.127575628,9.14,0.288
2015/4/28,0.869299119,0.868175994,1.102136424,4.023674231,2.369678605,1.477448966,2.125141433,12.82117518,1.178814924,9.18,0.288
2015/4/29,0.452927617,3.673206539,0.236883913,2.272718833,1.135486536,1.039842012,2.681346494,12.7756527,4.611918473,9.09,0.288
2015/4/30,0.009204096,0.156110572,0.001380912,0.116424575,0.007581985,0.022378432,0.584243481,14.66504544,2.428554264,9.05,0.288
2015/5/1,0,0.000154758,0.001760336,0.005496703,3.08E-05,0.001849868,0.001180279,12.57020283,4.965261141,8.97,0.288
2015/5/2,9.229695879,7.057678065,7.544240297,10.78968895,9.013649348,10.94232321,9.836813648,13.60661795,5.091369189,8.89,0.288
2015/5/3,6.044634561,0.047803999,4.446424492,0.166389146,0.133036747,0.298016367,0.062485829,18.42882967,8.696388891,8.8,0.501
2015/5/4,13.82489816,13.51043764,14.37152173,11.15046088,10.52501553,15.00664139,12.97337548,16.68912022,8.515038974,8.74,0.628
2015/5/5,3.29543588,3.522571055,3.137680468,6.824941537,6.227816732,4.867768579,5.663520037,14.26924528,10.91553374,9.06,1.06
2015/5/6,3.821259138,6.646772201,3.9576017,0.30213033,3.121939832,1.069224606,1.590114956,13.65818984,7.42785681,9.02,0.543
2015/5/7,0.124955269,0.139322016,0.070337251,0.004265358,0.009184507,0.036952755,0.011449236,15.72317212,7.436339519,9.09,0.399
2015/5/8,0.579746382,0.323537675,0.159287217,1.341590304,1.282951995,1.058896486,0.818734179,16.01706404,6.860016834,9.21,0.338
2015/5/9,0.018475378,0.006547204,0.005243723,0.499056902,0.01220184,0.032645755,0.054894745,16.72346915,9.599741106,9.52,0.313
2015/5/10,0.003873101,0.551074283,0.005748097,0.000865143,0.001718033,0.002514325,0.017295139,16.71616387,7.067631474,9.11,0.284
2015/5/11,0.600114666,0.552605995,0.488647135,0.001402147,0.015752327,0.015042139,0.019348945,19.41325861,9.455986629,8.84,0.27
2015/5/12,0.007463689,0.000929551,0.007173262,0.000650932,0.0013772,0.002192881,0.15338884,16.60337669,8.700293411,8.75,0.254
2015/5/13,0.149676967,0.125912369,0.912259024,0.713282295,0.013761377,0.059391465,0.047074295,18.5092339,2.721892763,8.58,0.235
2015/5/14,15.53085007,10.92780663,8.684647911,15.05777361,15.45259022,15.53013062,13.06469625,10.90627258,7.642290193,8.44,0.501
2015/5/15,0.143338541,0.000482022,0.368719587,0.00664326,0.000673072,0.573187672,0.002237832,14.65612971,6.930755094,8.32,0.522
2015/5/16,0.008703668,4.44E-05,0.011569619,2.44E-05,3.44E-06,0.000937281,0.000132226,17.30279533,9.739525727,8.26,0.374
2015/5/17,2.366112655,0.690842443,3.999672132,2.081496208,2.02072961,1.366409668,1.605597556,15.24919495,5.032971362,8.19,0.317
2015/5/18,5.79844847,2.532071296,5.328637287,1.34986958,1.550340259,3.703236635,1.179086054,14.29143734,7.590201794,8.22,0.324
2015/5/19,1.973942459,0.886361375,2.054825015,0.586386739,1.764268953,1.208226751,1.261175634,13.84591192,5.994126832,8.26,0.3
2015/5/20,0.052121607,0.004515444,0.104609089,0.002923785,0.309060825,0.003185361,0.015337028,15.09914694,3.152574528,8.36,0.273
2015/5/21,0.38110372,0.181939924,0.382109753,1.16032733,0.791403661,1.434195292,0.324793363,18.12850288,4.081111333,8.19,0.255
2015/5/22,0.537933563,1.210161319,0.012594646,0.419321237,0.133847341,0.76760877,0.921565398,18.50305135,5.548044279,8.04,0.256
2015/5/23,0.007677017,0.000350159,0.000771091,0.000297953,0.00374706,0.000149596,0.000536409,19.76236017,11.28028718,7.9,0.255
2015/5/24,0.025608996,0.00291975,0.007796912,0.004371549,0.001157681,0.018325591,0.169219184,17.89194019,8.893354605,7.82,0.249
2015/5/25,0.002163072,3.12E-06,4.27E-05,0,3.44E-06,0,0,16.10120097,6.736740834,7.73,0.242
2015/5/26,0.004326144,6.25E-06,0.000718925,4.02E-05,6.88E-06,0,1.83E-05,17.80881336,7.662818123,7.58,0.235
2015/5/27,0.018785424,0.000891101,0.390388617,0.000793005,0.000461723,0.003641203,0.153443802,18.31323024,5.942059338,7.59,0.229
2015/5/28,0.12222037,0.069849672,1.113137886,0.00309457,0.087185825,0.030535974,0.008035685,16.32252995,9.969644299,7.58,0.217
2015/5/29,4.511274717,3.787838014,5.107917795,8.887392315,6.406463459,6.125183991,5.179458052,14.32699065,6.910949796,7.75,0.286
2015/5/30,5.557119229,4.482180938,6.242860995,5.918033719,6.148699888,7.081850081,5.494389921,16.67080586,5.347814278,7.55,0.255
2015/5/31,0.575054952,0.461902394,0.457705256,0.720712037,0.898105048,1.074860438,0.348564007,15.27737699,10.3086286,7.39,0.31
2015/6/1,8.40797697,10.55494279,9.114875794,10.95358724,10.06359294,9.510425323,12.1673278,14.63926325,6.522067878,7.23,0.296
2015/6/2,0.75447998,0.150939285,1.282786961,0.09406494,0.018420954,0.082734401,0.191051626,18.16313627,9.822261347,7.18,0.38
2015/6/3,0.002890512,0.00021129,0.002900406,0.021442369,5.75E-05,0.001676454,0.001576544,17.86696277,9.6170392,7.13,0.266
2015/6/4,0.236906788,1.072348909,0.000279492,0.782948231,0.975641262,0.519950462,1.011953015,20.22010583,5.348884003,7.12,0.233
2015/6/5,0.004816282,0.00495935,4.69E-05,0.000614842,0.000537279,0.002232225,0.017258065,21.68034684,13.04974377,7.08,0.221
2015/6/6,0.003144667,2.95E-06,0.00026836,0,0,5.30E-05,0,17.70073954,5.575709684,6.91,0.208
2015/6/7,0.002044231,3.31E-06,4.69E-05,0,3.82E-06,0,0,19.19642022,5.462763636,6.81,0.203
2015/6/8,0.002639525,0.017305696,0.000101765,9.54E-05,0.000695481,0.000145402,0.00051768,18.42001718,6.782073384,6.75,0.191
2015/6/9,0.010626527,0.000404267,0.000234533,0.069774943,0.000223308,0.001010185,0.007169315,14.84598251,5.218432539,6.79,0.186
2015/6/10,0.004088462,6.63E-06,9.38E-05,0,7.64E-06,0,0,18.12945195,5.626322424,6.77,0.185
2015/6/11,0.034657683,0.011376867,0.028108029,0.538638459,1.219366162,0.664646773,0.192379403,24.29197533,8.795420164,6.76,0.177
2015/6/12,7.647055966,1.832133462,11.90571902,8.058135314,7.118393785,4.964771879,6.3175738,19.97466816,12.28718699,6.75,0.217
2015/6/13,2.051393427,0.004335395,2.152751215,0.000788066,0.019344049,0.036785785,0.004831101,18.61437616,13.31680001,6.78,0.235
2015/6/14,0.009829442,7.21E-05,0.004627997,0.005514851,0.000275576,0.001083693,0.000380597,17.97947678,11.41580581,6.8,0.205
2015/6/15,0.006132693,4.09E-05,0.00014072,0.005402044,2.94E-05,0.000207674,0.000237227,19.76092185,9.870287646,6.74,0.191
2015/6/16,0,0,0.000572277,3.65E-05,0,0,0,21.92975015,9.790792349,6.66,0.181
2015/6/17,0.091301331,0.274229518,0.002347769,0.155424047,0.021845595,0.016629031,0.057175595,22.27513988,10.29185323,6.63,0.178
2015/6/18,0.000749748,6.32E-05,0,7.89E-05,0.00030716,2.31E-05,0.000116183,21.35827436,13.15566019,6.67,0.174
2015/6/19,0.017184484,0.000917484,0.019691912,0.000216287,0.178461717,0.000378963,0.000688192,21.10168232,8.239200327,6.75,0.16
2015/6/20,0.320207374,0.109635141,0.012188572,0.015147702,0.13517891,0.009686016,0.008499883,21.00326499,10.9295593,6.83,0.17
2015/6/21,3.051821744,5.5070136,5.39090039,8.365657972,4.289915792,7.662292912,7.812051745,19.10881288,12.63200966,6.79,0.177
2015/6/22,2.396926244,1.432262564,0.902851501,1.53997668,2.387252863,2.498231863,1.756404921,17.41864532,11.05585446,6.73,0.23
2015/6/23,0.004088462,6.63E-06,9.38E-05,3.35E-05,7.64E-06,7.91E-05,5.24E-06,20.43565766,9.012214633,6.46,0.196
2015/6/24,0.002044231,3.31E-06,4.69E-05,3.65E-05,3.82E-06,0,0,21.58029091,10.2312368,6.24,0.178
2015/6/25,0.002237224,3.31E-06,4.69E-05,0,2.86E-05,0,0,23.23769251,9.310400664,6.2,0.167
2015/6/26,2.179639408,0.331023005,2.323638554,0.015675319,0.142253015,0.649545062,0.361453093,22.83139837,11.40503031,6.14,0.169
2015/6/27,0.201788172,0.002178891,0.787848021,0.001943791,0.083311244,0.009974026,0.146482551,22.48026603,10.37796323,6.13,0.169
2015/6/28,0.77133838,0.271743127,0.331919683,0.843376007,0.690392302,0.923948039,0.985416377,19.81246067,13.1730807,6.08,0.176
2015/6/29,0.002694299,0.419270696,0,0.000627476,0.082652828,0.00122428,0.011817284,23.46499224,11.07533608,6.04,0.169
2015/6/30,0.03748681,0.089143002,0.000151886,0.002430732,0.118504767,0.027182481,0.006828514,28.21696678,9.888082672,6.65,0.159
2015/7/1,0.047580376,0.002080071,0.009246335,0.005523861,0.189744889,0.54434231,0.004062612,31.41160154,18.79159026,6.89,0.156
2015/7/2,0.974410624,0.023820255,2.812647489,0.018019288,0.195993992,0.225039139,0.019781938,22.58241197,14.48564466,6.68,0.152
2015/7/3,8.959709463,0.284985684,2.466885979,0.59619283,0.156523123,39.53387787,0.777803539,26.86678131,8.251012476,6.49,0.151
2015/7/4,0.002015742,5.92E-05,0.000573798,0.000163568,0.000359464,0.00053538,0.000111583,24.45003584,15.71417107,6.29,0.15
2015/7/5,2.709116941,0.029109798,4.12896442,0.005269409,0.193811101,0.283968172,0.02370537,21.65813621,9.938437566,6.18,0.155
2015/7/6,1.294428487,1.493765299,1.723429732,0.444303816,0.81247719,1.655991295,1.079624849,21.26271811,9.291613612,6.14,0.151
2015/7/7,3.28777136,1.244075013,4.501853598,1.442710612,1.973875507,4.343348066,1.936580635,21.51060227,13.87103475,6.07,0.153
2015/7/8,0.08225359,0.021858354,0.122966417,0.188929794,0.195318932,0.778311085,0.040126754,20.57038189,12.83041962,6.04,0.153
2015/7/9,0.017748399,0.01735234,0.005279654,0.000490804,0.0851633,0.004972226,0.001061728,21.51583325,8.18845094,6.01,0.145
2015/7/10,0.016631532,0.000323641,0.057859054,0.001439472,0.085303697,0.000772098,0.000441361,24.15061255,9.337786314,6,0.144
2015/7/11,0.594719469,0.18764184,0.369554812,0.039255255,0.411573518,0.876214832,0.305246579,22.46577944,11.97160993,5.98,0.149
2015/7/12,12.50312428,1.548941827,6.383786277,1.023085606,1.329535683,1.566406324,1.255898508,19.98257596,13.8579371,6.04,0.154
2015/7/13,1.973294425,1.62092426,2.243718828,0.248230783,2.785607757,0.383668365,0.187557069,19.58493626,15.18000581,6.1,0.165
2015/7/14,3.060102408,0.44502197,2.71799917,0.096610235,0.754003892,0.462232474,0.201993309,22.2152874,15.2224387,6.13,0.16
2015/7/15,0.020611109,0.000422992,0.021382543,0.006424477,0.001135634,0.008027439,0.001152691,21.2259607,14.73039941,6.16,0.157
2015/7/16,0.084299081,0.013716074,0.116016957,0.035346749,0.077825257,0.010716277,0.168284201,24.30972941,12.30702846,6.19,0.155
2015/7/17,0.104048577,0.002887071,0.560264323,0.002011614,0.002199719,0.006656218,0.011019389,22.25576451,14.52514887,6.28,0.141
2015/7/18,1.116751675,0.224802036,0.239677345,0.474771931,0.991955082,0.201453151,0.570709704,22.16616931,8.626920131,6.38,0.129
2015/7/19,0.05573475,0.219603599,0.011388885,0.591588161,0.370128318,0.638243162,0.249444272,22.94041611,12.57983472,6.39,0.132
2015/7/20,0.035271204,0.014535928,0.441616041,0.912136243,0.157642714,0.580070651,0.07447106,22.89343553,11.77719882,6.6,0.148
2015/7/21,0.043340176,0.001939422,0.023035316,0.000398949,0.101956811,0.002310103,0.001195138,24.11259257,10.92546242,7.1,0.147
