date,rainfall_Marborough,rainfall_Andover,rainfall_Bath,rainfall_Ower,rainfall_Quidhampton,rainfall_Salisbury_rain,rainfall_Stockbridge,tasmax_Andover_temp,tasmax_Ashe,tasmax_Knook,tasmax_Romsey_temp,tasmax_Salisbury_temp,tasmin_Andover_temp,tasmin_Ashe,tasmin_Knook,tasmin_Romsey_temp,tasmin_Salisbury_temp,flow_BL
1980/1/1,0.000328872,0.000362732,0.013192316,7.15E-05,0.000557925,0.000573718,0.000466116,0.444644666,0.036597088,0.815506025,1.017091399,0.730141576,-3.864214835,-4.133711924,-4.080197918,-3.845638571,-4.160986358,13.45
1980/1/2,0.847044026,0.251293471,1.160641593,0.355688944,1.052218495,0.680204901,0.591661241,3.26175267,2.631389761,4.09588407,4.462532464,3.085115836,-5.863471795,-6.100598363,-6.595866786,-5.335400142,-6.049895208,13.01
1980/1/3,12.02860708,11.89042594,5.864268729,10.26660735,11.26713805,10.03584808,12.33613589,10.48861382,10.01402224,10.82745369,10.90658017,10.69002865,-5.421298111,-5.748235416,-5.7786331,-5.152504993,-5.515318663,13.48
1980/1/4,0.916689523,0.191076835,1.177846735,0.473837942,0.281838326,0.544919028,0.303007615,8.694249905,8.309703119,8.958974629,9.381093876,8.897558525,2.706690275,2.080904434,3.189326216,3.796971778,2.533827656,16.15
1980/1/5,0.083209889,0.130131024,0.221254828,0.005975962,0.009431805,0.016987116,0.017746312,7.946225091,7.353529522,8.144314474,8.763507299,8.23241529,1.303072963,1.019069302,1.305610689,1.229334444,1.066575992,14.43
1980/1/6,0.000596459,0.000672185,0.000518095,0.000256628,0.004009243,0.001255219,0.001451584,7.564888651,7.064828458,7.558456094,8.343292721,7.818695974,2.511198149,2.204659219,2.75870412,2.58895956,2.600006692,13.63
1980/1/7,0.046286944,0.01175021,0.021502479,0.000719585,0.006654389,0.003558458,0.00274574,5.160326749,4.931777837,5.269174515,5.727622118,5.064767941,0.318272017,0.625390429,-0.47957497,-0.181145241,-0.298083996,13.09
1980/1/8,0.000552572,0.000231462,4.04E-05,0.000262932,0.006643422,0.001362235,0.000619383,4.744313143,4.208259128,5.110315281,5.858875479,5.128790362,0.534624443,0.539857084,-0.349776921,0.250865016,-0.193715088,12.69
1980/1/9,0.000402046,0.000208688,0.008915196,0.001595391,0.000171474,0.020659636,0.002610058,3.059771618,2.907149919,3.404320847,3.845618314,3.112674813,-1.519969682,-1.748008868,-1.63815572,-1.178719255,-1.461254026,12.52
1980/1/10,2.01E-05,0.000304047,3.99E-06,0.000386685,0.001509203,1.55E-06,0.000927706,2.785861111,2.337257637,2.922674474,3.263423263,3.115816206,-0.444379863,-0.773337081,-0.758797347,-0.13272701,-0.697201265,12.31
1980/1/11,0,0,0.000318471,0,0,0,0,1.523021865,1.356042167,1.126157874,2.195207662,1.23683244,-3.438467614,-3.547208347,-4.481625205,-3.409184009,-4.369375243,11.98
1980/1/12,0,3.20E-06,2.03E-05,0,5.85E-05,0,0,1.220989123,0.935798966,1.527364566,1.73058594,1.404561929,-3.933941192,-4.335363959,-4.4843228,-3.112089611,-4.42635891,11.88
1980/1/13,0,9.61E-06,2.48E-05,0,0.000175572,0,0,1.300968098,1.096772425,1.042035167,2.119587859,1.246294171,-4.567220386,-4.656975696,-5.15563193,-3.824303198,-5.01833052,11.8
1980/1/14,3.725179941,0.543759112,5.810777695,0.020996884,0.41565214,2.002715635,0.265135352,0.560500492,0.170345839,0.921361307,1.313298123,0.733427825,-5.128518487,-5.358976125,-6.086791411,-4.766291479,-5.443527517,11.71
1980/1/15,0.183377258,0.278665553,0.161378861,0.002528638,0.380568708,0.10436081,0.031953011,2.070929192,1.697998672,2.202089142,2.582814768,2.160917535,-4.357637104,-4.454196519,-5.070456123,-3.844173672,-4.512215975,11.24
1980/1/16,0.000169681,6.06E-05,0.000557484,3.33E-05,0.0003176,0.000528852,9.90E-05,3.550687816,3.355277835,3.474785049,4.330458294,3.461013093,-0.413354941,-0.628019072,-0.488407654,-0.211611128,-0.358048774,11.61
1980/1/17,0,0.000241148,5.16E-05,0.000678826,0.001296711,0.000429004,0.000916558,3.600766579,3.315784851,3.447764779,4.469145948,3.581288438,-1.699569343,-1.813714017,-1.685991163,-1.372063188,-2.084868429,11.58
1980/1/18,0.049929749,0.105370773,0.001390211,0.00707062,0.030438032,0.356815785,0.462087075,1.345173934,0.889345467,1.555775205,2.55615552,1.229625246,-1.729759878,-2.107429392,-2.2609902,-1.242554457,-1.925595705,11.49
1980/1/19,2.965296967,2.110548559,1.234499919,4.285270319,2.107272792,4.271757507,3.115506144,4.227846774,3.79101011,4.472505558,5.171744766,4.652009324,-1.99133167,-2.951272524,-2.171280105,-1.327533273,-1.544981684,11.41
1980/1/20,15.11863626,17.80165223,11.22725525,17.22705361,13.76965828,18.34938107,16.97373787,6.744420705,6.090519378,7.170811179,7.664561092,6.981105541,-0.262183295,-0.337520572,-1.106193062,-0.004600739,-0.480773609,11.53
1980/1/21,13.90712112,5.107435972,13.03944448,4.02205953,3.213919731,4.479707795,5.12564115,8.16133801,7.588949841,8.146319269,8.977895605,8.394953024,-0.256931847,-0.261454808,-0.605575935,0.247266757,-0.20308568,15.86
1980/1/22,1.220534284,0.33603519,2.882045462,0.129616189,0.810752384,0.446489377,0.110309,7.614421161,7.075603409,7.426473905,8.404592988,7.884332368,2.553341269,2.608860159,2.49849723,4.014438898,3.065038527,15.32
1980/1/23,1.797592978,0.018083533,3.576808887,0.098489742,0.017604863,0.104748448,0.018255346,7.768396754,7.175729447,7.806940231,8.674446642,8.09087341,1.893188462,1.699695128,1.635169161,2.344496612,1.647545437,13.02
1980/1/24,0.000987378,0.000460952,0.002967808,0.000801462,0.13648784,0.003603987,0.001104634,7.335220924,6.869323115,7.335727605,7.944259662,7.65682598,-0.734151505,-0.675740215,-0.997153726,-0.895271611,-1.467395805,12.23
1980/1/25,0.004261702,0.011844734,0.045704688,0.001816306,0.008373096,0.024568612,0.00514769,5.752149238,5.60449784,6.860042408,5.266504318,6.493446456,-1.504398247,-1.411756393,-1.607172378,-2.21018491,-2.132176556,11.66
1980/1/26,0.000194871,1.42E-05,0.000793757,9.35E-05,2.46E-05,0.000732851,9.50E-05,2.647430305,2.676934262,2.40647158,3.159670382,2.22420065,-2.425276819,-2.657181439,-3.060647706,-2.508901596,-3.557110258,11.43
1980/1/27,0.062186176,0.00186278,0.120103737,0.001125221,0.100073209,0.004529069,0.008819223,3.444354853,3.126358106,3.953548823,4.066007977,3.757252554,-4.044511998,-4.573774657,-4.865794852,-3.875604298,-4.530574814,11.1
1980/1/28,0.025356618,0.000469934,0.014623185,0.000237528,0.001923863,0.002130576,0.000796015,6.17602407,5.781898953,6.744466955,6.729571548,6.276438471,-2.888705896,-3.352621984,-3.152009259,-2.502671527,-3.176247677,11.07
1980/1/29,1.255603825,0.783845549,1.324122926,0.596655287,0.90181364,0.804780867,0.631054768,8.866799307,8.497010081,9.374572954,9.31109937,9.04451723,0.777994471,0.630448222,0.261488634,0.20643939,0.257319348,11.04
1980/1/30,5.925957986,6.259039009,4.260565792,11.92512786,6.302791762,8.56818226,7.533505208,10.26326844,9.756508458,10.4607774,11.12891254,10.51805471,2.471322663,2.513671477,2.604218307,2.022014889,2.391658088,11.17
1980/1/31,0.608105454,7.334906915,1.212400167,5.661255427,7.823401025,10.47535594,8.045320462,8.438501579,8.045089745,8.667589224,9.197745678,8.571439684,5.451329488,5.145780238,5.101036131,6.111074266,5.365621072,13.33
1980/2/1,12.19249922,5.639178835,5.964863575,5.687369912,6.186878274,6.51713812,5.37526631,7.941375199,7.477808464,8.027389323,8.52963514,8.292556012,-1.587156464,-2.357152568,-1.71615575,-0.986794912,-1.322530452,13.13
1980/2/2,2.930054066,2.981651699,2.318414773,2.921511325,3.506216977,3.238028936,3.797947496,9.325672513,9.008084822,9.117244592,10.13171525,9.494005397,-0.766725742,-1.371325573,-0.625350487,-0.361802091,-0.48864538,13.03
1980/2/3,4.07782778,4.502467809,3.893050721,8.061938021,6.070725739,6.176835563,6.477227568,10.21207481,9.677182151,10.18505037,11.0997428,10.68568239,2.943052653,2.635283384,3.472163327,3.170488103,3.405860275,14.06
1980/2/4,17.84849917,14.18312478,19.52638868,13.07312172,14.00768032,14.9572424,15.0469059,9.689276795,9.156919861,9.887510368,10.43658058,9.966768216,3.654974327,2.839244116,4.028519409,4.353595248,4.275743743,15.63
1980/2/5,0.065317661,0.071350797,0.283431756,0.265753457,0.71915367,0.686608421,0.150233133,10.24133943,9.707920249,10.11429756,10.84012142,10.56204601,3.466574646,3.091403321,4.638811083,4.800518559,4.815143147,16.32
1980/2/6,6.846422643,4.474441539,5.229991999,7.198481326,6.187324317,7.349272639,6.176542259,8.086436557,7.52023261,8.26099155,8.976235041,8.549421226,4.615467898,4.556035243,4.131597914,4.66034813,4.30613527,14.37
1980/2/7,6.414285502,3.950324058,6.823904109,5.841045525,3.849075555,7.981208421,4.420097126,9.527117056,9.043993918,9.749758699,9.912239975,9.663575985,3.459425416,2.973794472,3.269237089,4.142571494,3.832468594,14.48
1980/2/8,1.784937288,1.216628717,3.243093613,0.933815379,0.881535738,1.929744239,0.518912356,10.39734952,9.986144239,10.48632287,10.92258409,10.4250288,4.080239955,3.423161759,4.025205876,4.914453558,4.49763713,14.48
1980/2/9,0.953997219,0.410815784,0.809215495,0.253179004,0.448190707,0.670505374,0.098077442,10.62313043,10.2859924,10.21561102,11.06491331,10.28294249,7.393765032,6.779938586,7.739065672,7.800323649,7.715265087,14
1980/2/10,0.036880554,0.016447655,0.207824986,0.000595573,0.079965172,0.011253508,0.001332644,10.45336009,9.885241784,10.2740355,11.31297885,11.10096204,3.326078556,3.020451008,3.148848616,2.981139493,3.18405991,13.32
1980/2/11,0.508366088,0.004420663,0.491950025,0.004300078,0.006973936,0.386655517,0.071550751,11.50919482,10.9976819,11.39498038,12.27905671,11.78734876,3.838062061,3.472631161,4.059017496,3.415318766,3.827390835,13.22
1980/2/12,0.000120525,0.000738552,0.00224674,0.00036271,0.000734428,0.001104624,0.001080142,9.889091372,9.518278524,9.650263516,10.40916081,9.925273522,4.021392565,3.705300449,3.38541348,4.368808353,3.466806587,13.01
1980/2/13,1.16E-05,0,0.000425216,0,0,0,0,8.30360551,7.663929668,8.410985763,8.998174421,8.725545321,4.379145148,3.968891602,4.435088206,4.848715812,4.579791365,13.02
1980/2/14,2.899656398,1.241680255,2.214101788,0.36087912,1.692580518,1.324640841,0.353991089,9.136369555,8.6238719,9.453870773,9.630506988,9.532414702,4.984481686,4.375734492,4.242096925,5.289161445,4.986199,13.12
1980/2/15,2.754748011,2.427228574,4.289878727,2.973821462,3.361304637,4.268961917,2.657738012,11.8351757,11.39587502,11.68634041,12.09284437,12.06566701,5.825856864,5.452060434,5.796195042,6.220679478,5.954789372,13.27
1980/2/16,0.468343093,1.251270956,0.248390438,0.747371666,0.981575824,0.730949354,0.328166378,9.617378696,9.011224829,9.880114748,10.28953301,10.09355359,4.619685874,3.661023116,4.956918012,5.400863783,5.284081218,13.53
1980/2/17,0.001222597,0.002461151,0.002232228,0.187877238,0.013519464,0.013271939,0.025268359,12.32017189,11.77218948,12.10882351,12.54817444,12.42697722,2.846841281,2.485177435,3.148039768,2.543290438,2.845422301,13.6
1980/2/18,2.83E-05,1.70E-05,0.027456889,0.000164983,2.66E-05,0.00047337,9.11E-05,9.40479557,9.360526685,9.319693872,9.542005381,9.41583045,4.413449585,3.68852462,4.26195346,5.043057561,4.669122032,13.71
1980/2/19,2.83E-05,0,0.000101079,0,0,7.31E-05,0,10.74482592,10.23533753,10.57104278,11.10728323,10.9384631,3.803452475,3.549827832,3.431416511,4.565229987,3.733151854,13.85
1980/2/20,2.270349187,1.797855019,2.58644644,3.704558973,1.158399185,3.719332848,3.829711871,10.40090242,9.886376792,10.29989359,10.88897953,10.85447088,2.631351976,1.865205945,3.277156184,3.819273254,3.478855251,13.92
1980/2/21,7.196433655,4.650582913,10.0355631,7.138732255,5.839353244,8.185051788,6.642630948,8.598885539,8.49570035,8.546425977,8.933587224,8.549177964,3.725700208,3.132665851,4.803708777,5.014159384,4.459554218,14.03
1980/2/22,3.012016072,3.023558828,3.486397119,3.070138023,4.624601009,2.656805201,2.188172514,9.191647111,8.531028545,9.06190626,9.83815779,9.439437021,6.919020253,6.672459056,6.617507312,7.287372659,6.833123638,14.99
1980/2/23,0.039076199,0.297239188,0.004082458,0.095448254,0.191155227,0.455806294,0.073462638,7.323531949,7.248736713,6.91578767,7.63410204,7.045260607,-0.917424314,-0.946377449,-0.594478342,-1.341085181,-1.092097105,15.18
1980/2/24,1.460505096,1.516504022,1.939107877,4.326569149,0.876186382,3.53206559,2.2256461,5.344844847,5.115678151,5.030375937,5.665482872,5.233553804,-0.33782684,-0.469222041,-0.704100011,0.283792404,-0.602672892,14.53
1980/2/25,0.036790224,0.150691259,0.065937799,0.054136475,0.042097567,0.071700882,0.029996003,7.525665547,7.275539024,7.244269479,8.087733529,7.52013226,-0.171581914,-0.404143562,0.125540816,0.107209295,-0.064631671,14.51
1980/2/26,9.20E-05,0.000292483,0.00154199,0.000811033,0.002640514,0.003545801,0.000481596,7.580092781,6.708087042,7.742428955,8.776636302,8.339161529,-2.727121989,-2.951741251,-2.377029764,-2.763359089,-3.103120338,14.11
1980/2/27,0.000192416,0.000274125,4.40E-05,2.13E-05,0.006664068,9.43E-05,0.000102533,6.618626636,6.359511167,5.451892909,7.989689835,6.367550405,-1.041702763,-1.343579422,-1.351646994,-0.595658378,-1.873038098,14.02
1980/2/28,0.001273162,0.220714709,0.013136337,0.273881404,0.199917435,0.244028642,0.124298717,8.182822207,7.915087283,8.145493597,8.538058616,8.117047791,1.63301863,0.994516021,1.444532684,2.122984258,2.015762445,13.66
1980/2/29,0.058779422,0.001680467,0.437780965,0.038634848,0.001135282,0.031968124,0.013870866,9.581509668,9.134809475,9.495532223,10.05814929,9.760978017,2.364366851,1.837560755,2.509663933,2.679009598,2.560143855,13.72
1980/3/1,6.98E-05,9.58E-05,0.000429777,1.75E-05,0.002611765,0.000236172,5.80E-05,8.655063088,8.519270485,8.736193713,9.065695497,8.693154502,4.202133506,3.702320903,4.379067592,4.711986634,4.496343059,13.63
1980/3/2,0.004413206,9.96E-05,9.47E-05,0,0.000151421,0.000658707,8.91E-05,9.313358356,8.859275314,9.399349598,9.677205557,9.17335757,4.741126903,4.141136653,4.681894771,5.181794852,4.954101412,13.5
1980/3/3,8.26E-06,0,1.47E-07,0,0,0,0,7.306258193,6.734283999,7.663793401,8.010608698,7.768520121,0.671691706,-0.511467509,1.619211137,1.670396256,1.763355689,13.15
1980/3/4,0,0,0,0,0,0,0,8.388143838,8.13403418,8.633542774,8.642401801,8.391782854,-2.832287398,-3.728502529,-2.258729035,-2.824710147,-2.595737112,12.57
1980/3/5,8.563853135,6.537245462,11.30651575,8.308522083,5.322466087,8.380058507,8.503870699,7.232196478,6.871067833,7.549276997,7.909157295,7.445357233,-0.463552907,-1.331640384,-0.333633368,-0.315261901,-0.314167653,12.7
1980/3/6,11.97211805,5.388751518,9.739553278,3.95030265,4.907093094,4.902007552,4.599721005,10.66049822,10.1547646,10.85842163,11.67392069,11.12551299,3.525858845,2.988034625,3.649146225,4.229859582,3.852208034,13.37
1980/3/7,6.742232326,4.660357925,4.576106311,3.290839852,4.810103133,5.437853826,4.437989569,7.757896129,7.524427667,7.823316412,8.607297716,7.756103466,3.020468771,2.547379689,3.166147184,3.792185447,3.20309539,13.96
1980/3/8,0.903918368,0.257697117,0.484327601,0.120136389,0.659007835,0.406908433,0.567560477,7.760417759,7.62430788,8.288965803,8.483479458,7.683206377,1.923799807,1.383822371,2.343348392,2.099873863,2.170180043,14.02
1980/3/9,7.872358777,3.783960856,4.552401799,4.120578682,3.751238101,4.689560875,5.027681776,10.75198232,10.1930052,10.76045531,11.50526242,10.89334576,2.159439328,1.262176988,2.569074393,2.426776615,2.560047108,13.13
1980/3/10,0.037168722,0.357513257,0.729061035,1.152917289,0.769551569,0.151377471,0.16240426,8.818615723,8.495552922,9.006938648,9.669942473,9.006404764,1.886256734,0.970925191,1.982691551,1.82355699,1.900656597,13.42
1980/3/11,1.206491571,0.893847593,2.619147481,0.339752177,1.109722757,1.014279183,1.469411139,9.306366564,9.017349301,9.766245636,9.653585353,9.429697387,1.208252948,0.516893591,1.408790604,1.569379152,1.554812781,13.56
1980/3/12,7.39388611,6.708977346,8.125471683,6.617444312,7.28045488,6.484016221,6.975930489,9.57481367,9.195862279,10.08087989,9.966922703,9.856688229,4.271722347,3.758117503,4.70678588,4.802202321,4.540575549,13.82
1980/3/13,0.000837944,0.000867324,0.006437777,0.002056661,0.009005661,0.052971114,0.001728376,8.016631999,7.621818155,8.048374449,8.510757931,8.219654346,0.671573325,0.241533054,0.669398076,0.970758059,0.675485483,14.53
1980/3/14,1.365224974,0.070615213,0.132887055,0.005423195,0.313563811,0.108881668,0.050251491,5.767741438,5.20238283,6.574077243,6.514922295,6.16015476,-0.750779777,-1.19495589,-1.35614849,-0.556020381,-1.148217067,13.67
1980/3/15,0.000214004,0.000217298,0.000121621,1.75E-05,0.003430139,0.000213226,5.80E-05,3.812955431,3.192240793,4.012819841,4.236357962,3.6945492,1.838972383,1.602952535,1.623272473,2.381361908,1.459831146,13.32
1980/3/16,3.276880336,0.193320129,1.908926236,0.06515201,0.349437516,0.954058692,0.158978737,5.124516485,4.938286348,5.14745236,6.06737417,5.094494875,1.596932122,1.110961797,1.644864215,2.021849802,1.718968735,12.97
1980/3/17,6.631457571,9.447328947,1.623625274,7.912161222,11.13903398,6.570233112,9.608959513,5.569026385,5.056822835,7.006082095,6.048337904,6.519478119,0.282455861,-0.173605484,0.969263432,0.743396215,0.468163791,13.55
1980/3/18,11.06505133,12.72418786,13.60603185,14.26161044,10.37921733,13.34712231,12.64820375,5.765678421,5.626790581,5.550008337,6.323959828,5.688566981,-1.440007374,-1.499493896,-1.918897779,-0.772759495,-1.917495357,16.59
1980/3/19,0.068691077,0.023468549,0.097896972,0.257539206,0.37285528,0.066307671,0.03100359,2.724016296,2.081113342,2.796679934,3.61932914,2.944789383,0.518461675,0.259274556,0.265791563,0.998637436,0.440946444,18.36
1980/3/20,7.50E-05,0.000546326,6.56E-05,6.92E-05,0.014555027,0.001262319,0.000230388,3.853938907,3.453990931,4.178560271,4.684294831,4.29022846,-0.403932772,-1.108664871,-0.547914647,0.275485233,-0.192162553,15.28
1980/3/21,7.91E-05,5.91E-06,0.166045197,0.000110855,1.81E-05,0.000920425,2.79E-05,2.3676818,2.144612972,3.011111757,3.078646502,2.487444199,-2.895650684,-3.114171973,-3.818938877,-2.052709347,-3.3336441,14.34
1980/3/22,5.592817193,0.757143909,7.884398231,2.530974876,0.118847936,5.816036059,3.704460794,6.738321834,6.538318349,6.962372289,7.119766305,6.806037405,-4.805617689,-5.35242675,-5.017161542,-4.641070507,-4.836731198,13.75
1980/3/23,9.911487913,8.444856825,12.16238237,7.223012304,4.707741285,11.36708356,7.538070602,7.910050716,7.859224938,8.069101623,8.652380459,7.768445153,0.172899759,-0.506452289,-0.07465367,0.336061971,0.392436829,14.11
1980/3/24,6.77992286,3.170228348,6.121427079,3.286392307,3.896818273,7.548899296,2.775369844,10.27731271,9.941009093,10.56362876,10.68842042,10.46524618,2.569540229,2.749419635,2.481084999,3.328446055,2.784588758,14.91
1980/3/25,1.115850614,0.069370588,1.416931119,0.172332728,0.487403398,1.19079746,0.108353975,10.7500973,10.54057418,10.61200127,11.12286556,10.76610652,2.850497648,2.559937379,1.887173909,3.470947331,2.38466008,15.09
1980/3/26,7.343197428,9.704653328,5.52280907,10.78280463,7.318140526,9.174077746,9.308225141,10.89281644,10.52064342,11.15863232,11.17234251,11.01091368,1.341369786,0.964545328,1.046654735,1.315729363,1.200986475,14.26
1980/3/27,1.580398083,1.12435853,0.815766205,1.506185961,1.182520887,1.076095504,1.432238015,11.59039069,11.39660376,11.59062994,11.90905993,11.45677085,4.092850647,3.498866948,3.934135122,4.736000661,4.440965855,16.14
1980/3/28,8.34620719,6.340797083,8.101556074,5.956261817,4.564893998,7.892847491,5.675747597,12.21597851,11.8382643,12.43435714,12.61523236,12.38625841,5.063486487,4.7295872,4.344049157,5.921500962,4.778381486,15.15
1980/3/29,0.029470592,0.016195637,0.330412132,0.07270064,0.046209144,0.284056357,0.006847696,10.92276325,10.37882997,11.34523992,11.83507054,11.41159122,5.148282763,5.044261978,5.389925703,5.905076633,5.327096509,15.14
1980/3/30,0.568269894,1.209767077,1.120098082,3.223263358,0.112147243,3.569619625,3.068192587,9.164588618,9.093062368,9.175972641,9.695577617,9.128731287,1.495642754,0.913288405,1.358510379,1.655535787,1.330871317,14.07
1980/3/31,7.494102262,9.617735189,9.181358917,7.456019641,11.10390142,8.507115954,8.250069069,10.70529848,10.36227663,11.22096029,11.04907846,10.90858115,4.996749079,4.484314573,4.916090075,5.37850633,5.036497128,14.26
1980/4/1,13.33188674,12.63654363,8.6002316,10.11322627,12.99341902,11.22993994,12.22578115,11.05643465,10.9054317,10.49098748,11.74561717,11.00993504,6.804393896,6.441580783,6.411832865,7.314463945,6.874931108,17.75
1980/4/2,0.227177232,0.029519259,0.006141538,0.001358577,0.085200022,0.005954403,0.003972581,12.10550404,11.64173053,11.81861395,12.7367853,12.28814782,2.929040346,2.483893865,2.620573881,3.255911643,2.980413961,18.99
1980/4/3,0.063584413,7.91E-05,8.68E-05,9.83E-05,0.000115379,0.000559166,9.81E-05,12.16733003,11.58462986,11.95423303,12.87626902,12.22969405,1.230828233,0.754981653,0.452888748,1.267576518,0.837093815,15.75
1980/4/4,7.12E-06,0,1.38E-07,0,0,0,0,12.63228965,12.32031238,12.6152576,13.24400258,12.63956816,-0.94909617,-1.564301796,-1.287559267,-0.920710861,-0.93398155,14.56
1980/4/5,0,0,0,0,0,0,0,12.14054556,11.78024295,11.92678256,12.81026748,12.10914245,0.741121827,-0.088774442,0.359002538,0.446578826,0.519852488,13.92
1980/4/6,7.12E-06,0,1.38E-07,0,3.47E-05,0,0,12.5418743,12.05799167,12.89364697,13.04632354,12.68198507,1.742488247,1.532673646,0.722044067,1.628791109,0.940026662,13.63
1980/4/7,0,0,0,0,0,0,0,13.60706468,13.05696621,13.63920794,14.30780649,13.79352333,0.24506213,-0.599076533,-0.210170811,0.327187488,-0.03865195,13.34
1980/4/8,5.98E-05,6.22E-06,0.000144447,0,3.54E-05,0,0,11.03203362,10.29186017,10.82573907,11.81962396,11.06824248,2.48209673,2.027881671,2.194396548,2.986043858,2.403930204,13.19
1980/4/9,1.18E-05,0,2.38E-05,0,0,0,0,11.46681325,11.04312012,11.09640814,12.43827976,11.60975527,-0.304548679,-0.896546897,-1.073367904,-0.476976312,-0.418715258,13.16
1980/4/10,7.00E-05,5.12E-05,0,0,0.000261577,0,2.20E-05,12.60946074,11.89868155,12.43296009,13.49120424,12.98466515,2.933516831,2.196077166,2.248051804,2.961040226,3.652029233,13.05
1980/4/11,0,0,0,0,1.64E-06,0,0,13.31304167,13.06738575,12.96885139,13.97829393,13.10858064,3.508657808,2.54588502,2.034453868,4.281771426,3.484270097,13.02
1980/4/12,0,0,0,0,0,0,0,15.73223472,15.48662821,15.66084995,15.74183357,15.56770583,4.469489379,3.489933053,3.871570751,5.424060681,4.23725362,13.17
1980/4/13,0,0,1.95E-05,0,0,0,0,17.63107231,17.48500055,17.07710867,17.30419839,17.12677127,6.592211237,5.594310112,6.240936823,7.214076422,6.277760167,13.07
1980/4/14,0,0,0,0,0,0,0,19.59971286,19.43765658,19.02291838,19.03254192,19.15137977,6.836948339,6.499265062,6.343464734,7.041925473,6.520730004,12.99
1980/4/15,0,0,0,0,0,0,0,17.41212927,17.78472412,17.80230183,16.57373194,16.76634686,7.319608663,6.586858047,6.433082011,8.160032529,7.710796103,12.96
1980/4/16,0.000261436,0.000372473,0.000191289,0.028892803,0.001538347,0.000762623,0.001393092,19.11926202,18.59679718,18.25152707,20.11904561,18.66635473,7.917067461,7.120380799,7.782242784,8.305713897,7.967682322,12.96
1980/4/17,7.12E-06,4.59E-06,1.38E-07,4.14E-05,2.98E-05,1.48E-05,2.26E-05,16.8352373,16.14601519,16.17377211,17.86944601,17.18505455,9.244482458,8.656820973,8.247528285,9.864394084,8.8852476,12.93
1980/4/18,7.31E-05,0,0.000201999,0,0,0.000189057,0,17.84634245,17.27945898,17.14834609,18.51354862,17.88914778,5.674542973,5.032625372,4.752886178,6.100380576,5.588480937,12.86
1980/4/19,0,0,0,0,7.80E-05,0,0,15.19283809,14.41510871,15.25692096,16.12210607,15.55033873,7.259550205,7.040751618,6.630088376,7.567111909,7.182256711,12.68
1980/4/20,0,0,0.000108288,0,2.21E-05,0,0,9.424878183,8.648931317,9.599908507,9.973687396,9.539547836,2.917327792,2.296798997,2.921208247,3.793154234,3.095214901,12.58
1980/4/21,0.000500786,0.000244763,9.77E-05,0.000582068,0.006597708,0.000761925,0.000204059,13.07596503,12.33765511,12.74025383,13.8874226,13.04806099,0.360035511,-0.102199164,-0.606400593,0.408473067,0.165505682,12.55
1980/4/22,0.473471163,0.527721336,0.116933348,0.203021099,0.275867224,0.054401562,0.104315356,11.58458193,10.72330826,12.07186535,12.22232521,12.38439967,6.345636305,5.915138794,5.921584294,6.730862956,6.213082758,12.58
1980/4/23,0.479770919,1.106522668,0.210059835,0.55220067,0.054746381,0.30580038,0.097391849,13.35775904,12.65312346,13.87137712,13.86666159,13.73091006,5.772469604,5.499680739,5.405804588,6.402445252,5.39097383,12.73
1980/4/24,0.004385257,0.008207165,0.005502398,0.007190551,0.074834418,0.00948965,0.015670373,14.51010986,13.97877657,14.39222935,15.18843029,14.77416242,6.049396258,5.215528796,5.884280678,6.662946855,6.615728458,12.77
1980/4/25,0.884441945,0.250549241,0.010615391,0.269700301,0.082430661,2.129608518,1.216441685,9.859632535,9.686927271,9.78201334,10.37318704,9.77069815,7.044178588,6.136316375,6.441149927,7.46631119,7.111722083,12.73
1980/4/26,0.192862957,0.165357709,0.000379639,0.373416844,0.544713574,0.337889559,0.049853025,12.47949288,11.53005083,13.22808186,13.39561003,13.1114662,2.856502808,1.824363648,3.510421547,3.395561439,3.767346384,12.83
1980/4/27,4.004705325,0.358924874,2.359894847,1.265335498,0.239185411,2.019503477,0.335942981,12.77870053,12.09950759,13.43002949,13.2031101,13.13424528,6.088785719,5.351923756,5.745622752,6.334076307,6.049645177,12.67
1980/4/28,0.001170905,0.000611756,0.00552559,0.003262126,0.002042357,0.103228403,0.002176961,12.22107246,11.36624477,12.34788152,13.51121878,12.69238098,5.823848308,5.288734243,5.282325047,6.424606295,5.882793838,12.69
1980/4/29,1.870062115,0.037984622,0.069263223,0.008195957,0.605255011,0.083332254,0.023630463,10.09992068,9.664521302,10.211926,11.03793078,10.31371341,2.82824927,2.749540548,1.432449694,3.23740972,2.212269157,12.53
1980/4/30,1.454709267,4.558382629,8.534307665,6.341591759,1.174441021,6.747810908,5.917251925,11.14551556,10.76466412,10.89660055,11.76557309,11.24072229,5.080522689,4.605840353,4.308721087,5.471292165,5.065985434,12.56
1980/5/1,0.006983559,0.259710173,0.543957323,4.7289787,0.698629702,1.637304361,0.34286852,15.82613523,15.52053999,15.10032595,17.09881918,15.91723687,5.581362493,5.016295894,4.715176983,5.999662085,5.342497695,12.7
1980/5/2,0.001395796,0.189246804,0.025124401,1.144467088,0.145210755,0.783268843,0.154035498,12.33636871,12.07215005,12.15750623,12.37135836,12.58343338,6.863026185,6.268112935,6.009336295,7.495156615,6.761274413,12.85
